temperature,humidity,wind_speed,traffic_density,industrial_activity,stagnation_index,AQI_1_Hour_Ago,AQI_24_Hours_Ago,AQI_Target
33.66,62.86,5.25,10.0,58.73,10.977570093457944,136.47,107.0,160.38
38.09,35.77,11.29,3.0,63.93,5.612818261633012,160.38,128.61,113.25
21.51,32.79,7.12,8.0,51.92,7.191135734072023,113.25,112.34,60.54
19.97,91.24,7.45,6.0,59.62,7.896688741721854,60.54,47.01,166.35
30.48,52.02,8.41,9.0,43.49,5.110458284371329,166.35,50.76,102.17
29.96,50.75,9.91,10.0,45.44,4.539460539460539,102.17,115.03,128.14
30.43,63.68,6.02,9.0,48.1,7.859477124183008,128.14,143.24,139.3
38.22,68.26,12.57,1.0,41.85,3.3030781373322813,139.3,134.31,108.33
25.08,70.15,10.53,6.0,59.38,5.5860771401693325,108.33,78.66,121.46
27.98,86.62,15.77,3.0,55.95,3.5255198487712667,121.46,139.43,147.31
18.14,82.51,10.9,5.0,12.68,1.1527272727272726,147.31,131.05,43.27
39.95,47.84,11.71,1.0,45.93,3.889077053344623,43.27,22.13,59.63
22.64,74.53,7.44,7.0,50.41,6.685676392572944,59.63,95.42,197.31
22.84,54.24,6.45,6.0,80.6,12.305343511450381,197.31,156.38,102.38
22.57,57.94,11.86,10.0,44.27,3.7015050167224084,102.38,48.16,69.66
20.49,43.59,6.72,5.0,51.93,7.6143695014662764,69.66,43.83,120.58
19.89,34.6,11.93,2.0,48.46,4.028262676641729,120.58,80.32,29.4
21.33,59.53,15.12,8.0,76.44,5.02233902759527,29.4,91.26,149.42
15.44,45.66,12.84,5.0,26.1,2.017001545595054,149.42,129.34,80.95
19.5,73.92,11.71,2.0,34.3,2.904318374259102,80.95,112.64,121.28
38.64,55.78,10.81,4.0,32.96,3.021081576535289,121.28,56.83,90.0
30.15,64.63,8.85,10.0,50.28,5.6178770949720676,90.0,107.72,97.55
31.48,80.51,9.66,8.0,20.12,2.0614754098360657,97.55,110.77,75.12
33.24,37.72,8.3,8.0,79.3,9.44047619047619,75.12,136.47,172.75
37.84,49.13,6.05,3.0,58.31,9.481300813008131,172.75,160.38,78.91
12.6,62.71,10.11,10.0,61.71,6.044074436826641,78.91,113.25,145.59
16.39,64.69,13.32,8.0,92.05,6.859165424739195,145.59,60.54,117.74
19.37,76.55,6.13,6.0,43.12,6.921348314606742,117.74,166.35,125.8
21.71,73.01,14.2,9.0,67.12,4.6937062937062946,125.8,102.17,120.71
22.9,61.45,13.65,2.0,61.65,4.483636363636363,120.71,128.14,99.49
21.87,64.55,11.19,6.0,80.79,7.155890168290524,99.49,139.3,183.32
26.54,64.97,11.22,3.0,63.82,5.637809187279152,183.32,108.33,113.44
25.25,37.95,9.44,5.0,39.82,4.174004192872117,113.44,121.46,104.11
19.94,57.65,10.13,4.0,58.48,5.716520039100684,104.11,147.31,95.22
9.77,63.73,8.61,8.0,37.06,4.254879448909301,95.22,43.27,100.17
18.05,66.88,10.09,7.0,40.66,3.990186457311089,100.17,59.63,98.63
21.16,46.13,10.42,7.0,49.73,4.727186311787072,98.63,197.31,62.08
23.27,40.97,15.64,1.0,46.28,2.940279542566709,62.08,102.38,33.05
17.09,56.48,11.7,6.0,32.12,2.7220338983050847,33.05,69.66,68.94
21.56,89.51,9.37,2.0,4.61,0.48680042238648374,68.94,120.58,62.68
17.08,47.71,9.7,8.0,55.93,5.707142857142857,62.68,29.4,123.68
24.12,77.61,7.86,6.0,57.35,7.204773869346734,123.68,149.42,95.78
17.49,83.77,8.35,9.0,57.27,6.777514792899409,95.78,80.95,125.62
19.06,60.68,12.73,10.0,88.12,6.868277474668745,125.62,121.28,168.18
15.84,49.8,8.52,1.0,19.28,2.2366589327146174,168.18,90.0,280.46
23.93,67.69,8.15,8.0,81.06,9.825454545454546,280.46,97.55,130.27
18.93,62.92,8.22,2.0,99.84,12.0,130.27,75.12,183.19
31.35,47.11,7.81,7.0,85.28,10.781289506953225,183.19,172.75,179.57
27.84,50.12,13.38,3.0,43.01,3.1906528189910977,179.57,78.91,58.9
24.51,66.8,10.43,7.0,59.06,5.608736942070276,58.9,145.59,155.05
19.42,74.0,9.15,1.0,34.58,3.7383783783783784,155.05,117.74,81.36
27.66,55.16,10.09,10.0,36.48,3.5799803729146222,81.36,125.8,89.91
29.83,58.96,10.65,9.0,84.47,7.857674418604651,89.91,120.71,150.03
26.0,70.03,9.99,6.0,63.98,6.340931615460852,150.03,99.49,172.19
36.23,57.41,5.83,7.0,65.2,10.994940978077572,172.19,183.32,146.57
28.22,55.51,14.02,9.0,27.54,1.9504249291784703,146.57,113.44,96.35
31.4,48.67,12.96,10.0,20.53,1.5719754977029097,96.35,104.11,56.08
25.93,60.12,11.13,1.0,71.09,6.330365093499555,56.08,95.22,130.06
29.73,100.03,12.76,8.0,58.43,4.543545878693624,130.06,100.17,133.1
19.42,57.06,15.74,7.0,44.03,2.779671717171717,133.1,98.63,111.85
21.79,80.48,8.39,2.0,84.73,9.97997644287397,111.85,62.08,165.77
27.45,85.26,6.64,1.0,61.87,9.179525222551929,165.77,33.05,186.21
27.39,57.25,11.98,10.0,33.0,2.7317880794701987,186.21,68.94,91.14
28.55,65.53,5.6,1.0,11.24,1.9719298245614039,91.14,62.68,77.39
32.7,61.54,10.11,4.0,61.96,6.068560235063663,77.39,123.68,190.74
15.03,35.82,9.1,5.0,40.61,4.414130434782609,190.74,95.78,93.06
18.18,36.72,12.02,7.0,47.22,3.8960396039603964,93.06,125.62,86.72
26.61,60.73,8.55,8.0,45.57,5.2682080924855486,86.72,168.18,87.02
19.93,53.63,13.6,2.0,78.62,5.738686131386862,87.02,280.46,109.01
48.64,88.37,7.76,9.0,66.86,8.506361323155216,109.01,130.27,208.82
28.61,56.45,12.12,7.0,48.07,3.933715220949264,208.82,183.19,99.92
24.45,89.26,8.0,6.0,47.54,5.869135802469136,99.92,179.57,137.87
21.39,52.85,11.65,8.0,55.76,4.745531914893617,137.87,58.9,85.78
21.64,88.68,6.96,2.0,76.36,10.81586402266289,85.78,155.05,184.99
25.21,67.6,9.93,1.0,51.66,5.150548354935195,184.99,81.36,120.06
25.78,68.45,13.97,5.0,38.51,2.7370291400142146,120.06,89.91,115.36
21.8,52.32,10.35,9.0,25.9,2.478468899521531,115.36,150.03,109.96
23.09,68.65,13.55,7.0,48.29,3.5377289377289376,109.96,172.19,124.03
34.41,85.39,9.92,7.0,26.03,2.597804391217565,124.03,146.57,86.73
34.69,57.83,8.48,9.0,56.83,6.623543123543123,86.73,96.35,100.37
26.76,54.91,10.52,5.0,59.06,5.561205273069681,100.37,56.08,140.2
15.61,56.3,11.86,5.0,73.82,6.172240802675585,140.2,130.06,134.32
28.77,84.3,4.28,7.0,45.81,10.458904109589042,134.32,133.1,195.15
35.88,72.83,11.57,6.0,70.65,6.053984575835476,195.15,111.85,159.33
34.59,81.72,7.18,10.0,82.23,11.295329670329672,159.33,165.77,154.75
30.14,64.7,6.43,6.0,51.47,7.882082695252681,154.75,186.21,103.86
34.96,60.59,11.62,8.0,94.7,8.080204778156997,103.86,91.14,162.77
25.37,66.36,14.02,4.0,78.74,5.576487252124646,162.77,77.39,190.9
29.4,76.05,10.65,2.0,40.41,3.75906976744186,190.9,190.74,143.83
20.23,56.29,5.93,3.0,108.89,18.058043117744614,143.83,93.06,179.43
27.05,80.53,7.99,10.0,48.65,6.013597033374537,179.43,86.72,141.73
34.31,65.49,8.75,4.0,77.99,8.812429378531073,141.73,87.02,131.42
20.87,23.91,10.59,5.0,62.57,5.853133769878391,131.42,109.01,60.68
18.97,73.25,9.78,2.0,56.07,5.6751012145749,60.68,208.82,155.83
25.68,40.92,11.49,8.0,76.18,6.5729076790336505,155.83,99.92,157.97
23.41,72.89,13.0,5.0,53.02,4.0473282442748095,157.97,137.87,116.45
29.54,73.52,11.03,7.0,48.47,4.354896675651393,116.45,85.78,176.41
21.83,64.95,12.69,9.0,49.08,3.8373729476153247,176.41,184.99,127.82
25.0,68.16,9.19,7.0,27.12,2.9192680301399356,127.82,120.06,113.11
15.97,76.48,19.89,4.0,71.33,3.568284142071035,113.11,115.36,132.35
33.78,52.57,11.66,3.0,36.81,3.1301020408163267,132.35,109.96,65.6
19.65,71.9,12.05,8.0,54.2,4.460905349794238,65.6,124.03,152.51
12.43,77.45,15.27,9.0,50.4,3.2791151594014316,152.51,86.73,141.25
26.67,86.4,10.26,5.0,62.15,5.999034749034749,141.25,100.37,163.4
23.22,43.41,8.06,6.0,49.74,6.095588235294118,163.4,140.2,79.3
17.23,66.13,13.92,10.0,44.63,3.183309557774608,79.3,134.32,135.58
13.23,45.58,14.1,10.0,58.29,4.104929577464789,135.58,195.15,59.47
24.94,44.94,10.46,6.0,56.58,5.357954545454545,59.47,159.33,93.72
31.83,65.39,15.28,3.0,28.77,1.8706111833550065,93.72,154.75,98.21
29.09,61.16,9.75,4.0,47.8,4.852791878172589,98.21,103.86,107.96
25.4,77.18,9.99,9.0,75.4,7.472745292368683,107.96,162.77,141.11
28.35,54.81,14.55,6.0,99.15,6.7679180887372015,141.11,190.9,204.5
24.81,57.99,10.29,5.0,15.85,1.525505293551492,204.5,143.83,99.57
14.99,63.17,11.37,9.0,66.55,5.802092414995641,99.57,179.43,165.03
15.05,47.07,13.08,8.0,50.44,3.8270106221547797,165.03,141.73,107.8
23.58,49.15,8.9,9.0,38.16,4.239999999999999,107.8,131.42,102.12
23.88,76.74,7.56,9.0,41.44,5.409921671018277,102.12,60.68,177.46
30.96,51.77,14.0,4.0,31.21,2.213475177304965,177.46,155.83,115.58
30.3,77.74,10.92,8.0,22.75,2.0644283121597096,115.58,157.97,103.33
29.24,69.11,8.48,10.0,57.71,6.726107226107226,103.33,116.45,219.34
23.04,36.79,10.28,9.0,85.67,8.253371868978807,219.34,176.41,145.47
15.34,67.96,11.53,5.0,57.05,4.905417024935511,145.47,127.82,134.7
27.88,67.84,5.29,4.0,53.43,9.912801484230057,134.7,113.11,177.98
28.68,66.34,12.15,10.0,37.53,3.063673469387755,177.98,132.35,123.02
8.28,57.87,11.23,1.0,31.39,2.770520741394528,123.02,65.6,66.16
19.16,45.9,14.97,3.0,50.44,3.347047113470471,66.16,152.51,97.67
20.16,80.19,9.34,10.0,29.41,3.1154661016949152,97.67,141.25,116.9
25.83,58.48,14.13,2.0,72.46,5.0920590302178494,116.9,163.4,80.29
19.38,46.75,9.87,7.0,38.45,3.856569709127383,80.29,79.3,117.62
24.73,66.86,10.42,4.0,33.13,3.149239543726236,117.62,135.58,86.15
23.53,48.86,10.84,9.0,95.01,8.684643510054846,86.15,59.47,142.89
23.89,45.76,16.28,9.0,75.98,4.638583638583638,142.89,93.72,161.01
19.99,54.37,6.28,2.0,26.1,4.090909090909091,161.01,98.21,95.12
20.53,50.02,9.99,3.0,32.36,3.2071357779980176,95.12,107.96,95.86
17.44,46.32,10.13,8.0,46.1,4.50635386119257,95.86,141.11,99.09
27.66,72.1,9.91,10.0,46.78,4.673326673326674,99.09,204.5,142.74
29.0,58.29,11.75,3.0,40.82,3.4447257383966248,142.74,99.57,95.41
19.61,78.78,13.32,4.0,76.73,5.717585692995529,95.41,165.03,137.63
35.64,47.18,11.59,3.0,54.21,4.637296834901625,137.63,107.8,132.72
22.8,34.09,13.71,2.0,49.26,3.566980448950036,132.72,102.12,87.66
35.71,62.23,9.25,1.0,37.84,4.0470588235294125,87.66,177.46,154.02
20.51,87.84,9.85,3.0,28.97,2.9115577889447235,154.02,115.58,57.56
25.0,67.96,7.0,9.0,37.51,5.283098591549296,57.56,103.33,145.6
27.82,108.23,15.95,8.0,32.48,2.023676012461059,145.6,219.34,124.27
26.74,64.98,9.44,9.0,24.81,2.60062893081761,124.27,145.47,90.13
25.24,63.53,9.11,10.0,71.56,7.769815418023888,90.13,134.7,177.67
20.5,27.67,11.82,5.0,68.6,5.755033557046979,177.67,177.98,87.25
24.76,66.42,13.32,5.0,42.51,3.1676602086438153,87.25,123.02,98.5
21.42,62.53,7.92,8.0,76.35,9.519950124688279,98.5,66.16,180.87
22.88,53.89,13.56,5.0,61.81,4.52489019033675,180.87,97.67,108.48
30.89,57.95,9.09,4.0,28.39,3.0892274211099022,108.48,116.9,79.82
26.29,58.98,14.29,9.0,20.84,1.4482279360667132,79.82,80.29,62.27
29.27,57.3,8.38,1.0,56.12,6.617924528301886,62.27,117.62,138.07
23.38,91.35,12.21,6.0,59.52,4.835093419983753,138.07,86.15,128.16
22.61,54.44,10.13,7.0,24.15,2.3607038123167152,128.16,142.89,104.22
16.93,62.54,6.62,6.0,39.49,5.876488095238096,104.22,161.01,168.86
22.41,53.94,5.75,10.0,67.06,11.463247863247865,168.86,95.12,156.29
25.0,71.75,7.77,8.0,81.42,10.345616264294792,156.29,95.86,179.38
20.87,62.65,12.98,8.0,51.69,3.951834862385321,179.38,99.09,128.75
24.43,55.8,4.17,5.0,51.13,11.974238875878221,128.75,142.74,112.01
28.95,31.11,11.0,4.0,40.98,3.691891891891892,112.01,95.41,92.55
23.12,63.65,10.74,7.0,79.74,7.356088560885609,92.55,137.63,171.06
27.43,55.36,4.95,9.0,61.12,12.102970297029703,171.06,132.72,198.72
9.74,59.09,7.61,2.0,33.18,4.303501945525292,198.72,87.66,98.24
24.6,42.26,7.6,7.0,65.64,8.524675324675325,98.24,154.02,168.18
13.24,81.5,10.16,6.0,35.98,3.5068226120857697,168.18,57.56,128.88
16.54,72.85,14.4,3.0,30.96,2.1351724137931036,128.88,145.6,78.44
23.69,81.46,13.22,2.0,41.06,3.0825825825825826,78.44,124.27,88.95
33.93,77.2,8.92,1.0,32.79,3.6352549889135255,88.95,90.13,128.25
27.6,68.88,7.51,2.0,31.91,4.1931668856767415,128.25,177.67,131.61
25.13,42.87,5.32,5.0,22.02,4.062730627306273,131.61,87.25,82.46
24.86,87.65,8.86,1.0,36.03,4.021205357142858,82.46,98.5,112.45
20.0,46.09,7.3,8.0,39.34,5.316216216216217,112.45,180.87,141.46
21.19,55.97,9.89,4.0,22.97,2.299299299299299,141.46,108.48,71.34
27.99,70.6,10.01,3.0,60.8,6.013847675568744,71.34,79.82,119.01
15.3,60.12,8.57,10.0,14.67,1.6920415224913494,119.01,62.27,92.19
29.15,60.12,8.64,2.0,42.38,4.848970251716247,92.19,138.07,126.93
22.28,54.0,7.92,1.0,63.22,7.882793017456359,126.93,128.16,116.17
30.78,50.9,8.46,8.0,72.64,8.485981308411214,116.17,104.22,156.93
31.73,98.02,14.31,9.0,38.5,2.6717557251908395,156.93,168.86,102.52
13.29,59.41,9.99,3.0,70.27,6.9643211100099105,102.52,156.29,147.13
20.93,57.57,11.59,3.0,42.65,3.6484174508126603,147.13,179.38,78.09
19.01,49.3,13.04,9.0,95.1,7.23744292237443,78.09,128.75,159.69
12.31,63.67,12.77,7.0,20.8,1.6161616161616164,159.69,112.01,61.75
17.77,62.97,14.27,9.0,29.86,2.0779401530967294,61.75,92.55,128.02
42.09,59.76,11.77,2.0,53.22,4.48357203032856,128.02,171.06,125.78
29.27,65.73,10.62,7.0,24.77,2.3106343283582094,125.78,198.72,82.18
38.42,86.45,8.23,8.0,35.84,4.302521008403362,82.18,98.24,202.55
30.8,51.07,7.53,4.0,59.06,7.740498034076016,202.55,168.18,184.02
19.81,60.65,9.99,10.0,53.82,5.333994053518335,184.02,128.88,150.49
22.33,50.28,9.67,4.0,49.3,5.0460593654042984,150.49,78.44,128.75
29.12,64.42,5.92,2.0,49.51,8.224252491694353,128.75,88.95,117.28
28.06,51.47,3.72,2.0,0.78,0.20418848167539266,117.28,128.25,95.96
20.96,52.12,16.44,4.0,52.97,3.2025392986698904,95.96,131.61,112.67
14.43,38.11,7.04,4.0,37.28,5.221288515406163,112.67,82.46,73.66
48.01,61.47,7.94,5.0,42.61,5.299751243781094,73.66,112.45,143.92
24.01,66.45,13.68,10.0,18.2,1.320754716981132,143.92,141.46,77.99
22.72,87.91,6.37,10.0,63.46,9.808346213292118,77.99,71.34,147.18
25.79,67.04,11.59,10.0,61.04,5.221556886227545,147.18,119.01,186.65
23.3,53.25,15.47,9.0,26.7,1.7148362235067436,186.65,92.19,37.32
25.86,39.6,16.34,9.0,53.59,3.2597323600973236,37.32,126.93,158.95
34.01,41.68,8.66,7.0,82.93,9.46689497716895,158.95,116.17,161.72
24.13,40.57,9.96,6.0,52.8,5.248508946322067,161.72,156.93,126.63
16.86,88.17,8.81,10.0,9.72,1.090909090909091,126.63,102.52,119.42
23.87,64.32,9.95,5.0,38.59,3.839800995024876,119.42,147.13,92.07
21.75,51.26,13.89,4.0,52.54,3.7555396711937097,92.07,78.09,105.18
34.97,45.6,5.8,2.0,92.32,15.647457627118644,105.18,159.69,181.13
33.2,47.16,11.94,4.0,25.82,2.144518272425249,181.13,61.75,70.03
25.75,50.86,9.41,7.0,47.05,4.947423764458464,70.03,128.02,147.71
16.05,79.74,14.11,1.0,28.65,2.016185784658691,147.71,125.78,66.2
16.42,59.55,13.95,3.0,67.58,4.8099644128113885,66.2,82.18,137.61
25.11,38.29,8.78,4.0,42.67,4.805180180180181,137.61,202.55,58.98
27.35,94.66,9.67,7.0,-4.63,-0.47389969293756395,58.98,184.02,100.91
22.38,42.9,12.68,3.0,42.13,3.2965571205007826,100.91,150.49,96.48
21.64,51.14,9.99,4.0,47.76,4.733399405351833,96.48,128.75,155.07
20.85,79.65,2.58,1.0,57.76,21.55223880597015,155.07,117.28,151.64
24.84,66.23,12.67,1.0,53.63,4.199686765857479,151.64,95.96,123.02
8.32,52.95,14.94,10.0,63.14,4.19813829787234,123.02,112.67,118.04
17.29,41.53,10.77,3.0,47.53,4.372585096596136,118.04,73.66,141.81
20.61,45.5,12.85,7.0,51.69,3.9915057915057917,141.81,143.92,97.59
33.45,46.4,13.84,6.0,50.24,3.604017216642755,97.59,77.99,121.68
19.3,60.11,10.66,5.0,41.7,3.87546468401487,121.68,147.18,106.56
26.26,62.87,12.44,8.0,61.36,4.893141945773525,106.56,186.65,143.19
26.59,57.77,10.04,8.0,66.93,6.600591715976333,143.19,37.32,156.26
34.09,59.41,9.84,4.0,49.13,4.942655935613683,156.26,158.95,161.61
33.84,44.24,8.02,10.0,40.17,4.94704433497537,161.61,161.72,158.7
24.6,64.4,10.52,6.0,28.35,2.6694915254237293,158.7,126.63,71.82
21.67,79.21,15.66,1.0,57.1,3.6230964467005076,71.82,119.42,154.46
20.35,57.56,7.29,10.0,29.93,4.050067658998647,154.46,92.07,145.1
23.31,57.27,11.85,10.0,53.19,4.451046025104603,145.1,105.18,142.98
21.96,61.25,10.96,9.0,52.62,4.757685352622061,142.98,181.13,166.81
28.88,76.77,14.42,5.0,71.34,4.913223140495868,166.81,70.03,134.59
27.94,46.58,14.99,8.0,77.74,5.151756129887342,134.59,147.71,162.2
29.14,81.76,7.23,10.0,-10.76,-1.4679399727148703,162.2,66.2,120.68
33.81,66.32,8.28,10.0,45.97,5.485680190930788,120.68,137.61,134.31
38.04,60.43,8.44,1.0,7.98,0.9344262295081969,134.31,58.98,52.33
25.87,78.2,8.55,4.0,73.23,8.465895953757226,52.33,100.91,209.72
32.7,42.27,8.8,2.0,49.54,5.5662921348314605,209.72,96.48,108.71
22.54,67.83,11.04,2.0,73.03,6.555655296229803,108.71,155.07,145.77
33.3,66.45,7.45,2.0,55.16,7.305960264900662,145.77,151.64,105.38
32.43,45.97,7.87,2.0,22.99,2.8845671267252193,105.38,123.02,77.74
32.06,60.12,7.63,8.0,50.44,6.52522639068564,77.74,118.04,111.35
25.66,64.25,11.48,6.0,47.31,4.085492227979275,111.35,141.81,86.02
20.32,57.32,9.81,9.0,61.39,6.194752774974773,86.02,97.59,133.57
15.24,72.94,9.28,2.0,51.14,5.452025586353945,133.57,121.68,165.94
24.72,51.42,7.47,1.0,53.55,7.073976221928666,165.94,106.56,138.38
35.73,64.05,5.19,8.0,42.85,8.100189035916824,138.38,143.19,110.39
22.83,58.02,14.89,10.0,72.6,4.843228819212808,110.39,156.26,164.12
30.5,50.78,9.13,3.0,52.92,5.733477789815818,164.12,161.61,149.81
30.91,67.54,18.13,3.0,50.97,2.795940756993966,149.81,158.7,124.69
23.01,56.88,12.32,8.0,55.91,4.501610305958132,124.69,71.82,134.65
34.21,37.9,15.49,5.0,41.7,2.6747915330339964,134.65,154.46,75.68
4.64,32.98,12.98,8.0,43.0,3.287461773700306,75.68,145.1,93.39
16.44,71.84,10.48,2.0,59.63,5.636105860113422,93.39,142.98,159.77
18.59,41.69,8.21,10.0,65.53,7.885679903730445,159.77,166.81,151.98
19.26,64.19,7.07,9.0,67.62,9.430962343096235,151.98,134.59,213.48
27.35,60.82,13.36,6.0,46.1,3.4249628528974743,213.48,162.2,113.25
27.03,54.47,10.8,9.0,52.47,4.813761467889908,113.25,120.68,105.16
27.76,89.35,11.85,10.0,37.87,3.1690376569037655,105.16,134.31,191.49
29.17,62.7,9.99,6.0,65.73,6.514370664023787,191.49,52.33,108.24
18.35,71.33,11.07,5.0,31.1,2.7842435094001794,108.24,209.72,102.74
16.47,64.27,8.58,7.0,54.44,6.271889400921659,102.74,108.71,121.66
27.77,56.53,13.04,7.0,67.58,5.143074581430747,121.66,145.77,149.13
20.59,59.71,9.41,4.0,52.51,5.52155625657203,149.13,105.38,131.21
25.0,81.88,10.27,7.0,56.0,5.400192864030859,131.21,77.74,133.02
31.8,76.32,12.15,3.0,44.54,3.635918367346939,133.02,111.35,165.58
34.77,89.28,9.82,3.0,12.92,1.3024193548387097,165.58,86.02,114.08
35.9,63.32,4.55,7.0,36.53,7.855913978494625,114.08,133.57,175.34
26.31,46.85,9.99,1.0,50.89,5.0436075322101095,175.34,165.94,82.43
25.0,53.39,13.76,8.0,36.22,2.613275613275613,82.43,138.38,82.64
34.59,42.18,4.51,2.0,59.7,12.95010845986985,82.64,110.39,120.31
25.0,71.51,6.87,1.0,20.72,2.9727403156384504,120.31,164.12,119.49
32.77,51.21,16.07,6.0,11.25,0.6957328385899814,119.49,149.81,112.81
26.93,14.17,10.7,4.0,63.9,5.916666666666667,112.81,124.69,103.09
31.4,96.96,10.01,7.0,43.77,4.329376854599407,103.09,134.65,110.62
26.3,51.44,8.72,3.0,56.93,6.454648526077097,110.62,75.68,150.24
34.07,51.35,6.91,2.0,39.58,5.646219686162625,150.24,93.39,140.93
26.56,85.07,9.42,4.0,61.29,6.438025210084033,140.93,159.77,148.62
14.61,41.88,12.92,4.0,77.15,5.9254992319508455,148.62,151.98,153.31
35.16,77.05,9.95,4.0,78.57,7.817910447761194,153.31,213.48,214.86
18.37,51.19,11.83,3.0,50.44,4.227996647108131,214.86,113.25,48.25
33.77,40.14,15.3,7.0,41.56,2.6987012987012986,48.25,105.16,131.54
24.37,85.59,8.26,5.0,53.4,6.3875598086124405,131.54,191.49,197.52
33.23,73.85,10.91,4.0,87.42,7.940054495912807,197.52,108.24,192.18
32.94,73.8,13.01,5.0,26.94,2.0549199084668195,192.18,102.74,133.49
28.01,65.51,7.2,7.0,27.08,3.70958904109589,133.49,121.66,173.68
28.56,68.99,10.53,4.0,67.38,6.338664158043274,173.68,149.13,151.0
27.96,41.52,15.62,10.0,36.68,2.3333333333333335,151.0,131.21,127.8
10.9,61.67,8.98,5.0,63.18,6.958149779735683,127.8,133.02,154.76
25.83,46.07,13.21,6.0,38.3,2.8775356874530424,154.76,165.58,75.23
17.19,39.17,9.58,6.0,57.05,5.893595041322314,75.23,114.08,79.49
26.2,66.16,15.4,7.0,39.8,2.5677419354838706,79.49,175.34,138.29
17.0,77.37,5.06,10.0,29.91,5.796511627906978,138.29,82.43,108.81
16.71,54.25,10.19,3.0,52.93,5.143828960155491,108.81,82.64,151.35
36.23,56.82,5.56,8.0,25.75,4.549469964664311,151.35,120.31,72.37
32.49,42.93,7.9,5.0,59.13,7.39125,72.37,119.49,148.74
24.97,60.11,7.88,1.0,45.31,5.677944862155389,148.74,112.81,123.4
26.29,71.4,9.2,4.0,22.78,2.449462365591398,123.4,103.09,156.43
23.26,71.87,6.44,4.0,56.0,8.562691131498472,156.43,110.62,168.65
28.99,68.18,9.78,8.0,55.58,5.625506072874495,168.65,150.24,176.18
20.27,50.72,11.38,10.0,2.96,0.2578397212543554,176.18,140.93,58.99
31.96,50.25,5.4,9.0,48.98,8.905454545454544,58.99,148.62,146.42
23.23,71.93,8.1,3.0,50.2,6.121951219512196,146.42,153.31,176.56
22.06,72.18,17.62,10.0,51.85,2.9260722347629793,176.56,214.86,139.0
25.15,57.42,10.99,1.0,13.62,1.2281334535617674,139.0,48.25,57.99
20.86,53.61,4.55,8.0,57.07,12.273118279569895,57.99,131.54,186.22
27.3,77.51,5.8,9.0,60.26,10.213559322033898,186.22,197.52,228.49
21.24,54.6,10.68,4.0,31.24,2.8979591836734695,228.49,192.18,141.73
28.28,71.19,10.3,5.0,22.02,2.1173076923076923,141.73,133.49,146.83
33.51,57.95,8.24,4.0,30.41,3.646282973621103,146.83,173.68,113.92
19.96,44.29,16.58,4.0,52.58,3.1522781774580335,113.92,151.0,82.74
24.09,84.18,17.86,3.0,25.24,1.4053452115812917,82.74,127.8,76.28
25.0,61.8,9.21,10.0,22.93,2.4629430719656282,76.28,154.76,85.23
21.95,49.34,12.62,4.0,91.99,7.231918238993711,85.23,75.23,172.31
28.25,60.12,12.77,9.0,49.89,3.8764568764568765,172.31,79.49,166.66
28.89,40.65,13.17,7.0,43.78,3.299171062547099,166.66,138.29,70.99
25.0,54.41,8.08,6.0,36.59,4.473105134474328,70.99,108.81,129.7
20.76,88.88,15.82,9.0,41.54,2.60929648241206,129.7,151.35,135.71
18.4,51.23,9.79,2.0,86.04,8.69969666329626,135.71,72.37,141.3
22.85,81.71,11.27,4.0,66.33,5.833773087071241,141.3,148.74,168.7
18.23,58.04,10.01,9.0,97.73,9.666666666666668,168.7,123.4,234.32
28.95,42.28,9.58,8.0,57.84,5.975206611570249,234.32,156.43,148.88
16.87,52.9,10.84,1.0,30.88,2.822669104204753,148.88,168.65,111.39
41.33,40.79,6.44,9.0,55.42,8.474006116207951,111.39,176.18,183.65
34.07,47.16,9.99,10.0,60.97,6.042616451932607,183.65,58.99,181.95
25.09,46.71,9.36,2.0,62.28,6.583509513742072,181.95,146.42,133.0
31.07,31.44,7.36,1.0,41.16,5.517426273458445,133.0,176.56,111.3
13.54,82.69,11.64,2.0,86.08,7.332197614991482,111.3,139.0,165.1
42.66,63.17,11.3,10.0,24.61,2.158771929824561,165.1,57.99,129.22
20.87,49.71,10.04,6.0,56.79,5.600591715976332,129.22,186.22,142.55
24.16,63.33,14.44,2.0,44.15,3.036451169188446,142.55,228.49,153.65
12.01,47.47,9.98,1.0,34.46,3.4186507936507935,153.65,141.73,87.0
28.4,19.93,5.63,5.0,54.94,9.588132635253054,87.0,146.83,117.31
17.26,104.35,9.33,6.0,75.13,7.96712619300106,117.31,113.92,168.28
25.71,62.84,13.51,4.0,58.08,4.267450404114622,168.28,82.74,161.42
21.19,51.16,4.35,8.0,55.46,12.462921348314609,161.42,76.28,282.55
17.46,30.99,9.72,10.0,9.61,0.9786150712830957,282.55,85.23,53.98
19.37,37.59,11.73,6.0,68.42,5.783601014370245,53.98,172.31,121.49
26.58,84.82,17.96,8.0,41.88,2.318936877076412,121.49,166.66,162.08
16.03,82.53,13.62,5.0,60.68,4.422740524781341,162.08,70.99,173.44
19.76,71.3,10.4,2.0,68.4,6.514285714285715,173.44,129.7,185.13
29.64,43.27,11.56,1.0,53.86,4.6192109777015435,185.13,135.71,149.55
43.22,82.65,4.31,8.0,9.98,2.263038548752835,149.55,141.3,126.56
28.34,66.75,6.85,1.0,78.33,11.270503597122303,126.56,168.7,168.22
18.58,69.82,11.95,10.0,86.1,7.145228215767635,168.22,234.32,154.7
